case_id,environment,tier,level,level_name,behavior,pair_id,needs_ambient_context,adversarial_type,experiment,profile,tool_size,gold_position,model,contract,tool_selection_exact,full_call_exact,sequence_success,arg_exact_match,arg_precision,arg_recall,arg_f1,e2e_success,expected_action,took_action,decision_correct,false_action,missed_action,destructive_action,abstained,asked_clarification,gold_tool_offered,n_expected_calls,n_actual_calls,n_tools_offered,confidence,latency_ms,peak_ram_mb,error,failure_types
smart_home.D1.03,smart_home,1,1,paraphrase,tool_call,,False,,profile,baseline,10,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,10,0.9615,340.6988000006095,138.6,,
smart_home.D1.03,smart_home,1,1,paraphrase,tool_call,,False,,profile,baseline,10,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,10,0.9615,340.6988000006095,138.6,,
smart_home.D1.04,smart_home,1,1,paraphrase,tool_call,,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,1,4,10,1.0,734.170600001562,138.6,,extra_tool|wrong_argument
smart_home.D1.04,smart_home,1,1,paraphrase,tool_call,,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,1,4,10,1.0,734.170600001562,138.6,,extra_tool|wrong_argument
smart_home.D1.05,smart_home,1,1,paraphrase,tool_call,,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,1,4,10,0.9621,846.1678000003303,138.6,,missing_tool|wrong_tool
smart_home.D1.05,smart_home,1,1,paraphrase,tool_call,,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,1,4,10,0.9621,846.1678000003303,138.6,,missing_tool|wrong_tool
smart_home.D1.06,smart_home,1,1,paraphrase,tool_call,,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.5,0.5,0.5,False,True,True,True,False,False,False,False,False,True,1,4,10,1.0,942.6446000006764,138.6,,extra_tool|wrong_argument
smart_home.D1.06,smart_home,1,1,paraphrase,tool_call,,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.5,0.5,0.5,False,True,True,True,False,False,False,False,False,True,1,4,10,1.0,942.6446000006764,138.6,,extra_tool|wrong_argument
smart_home.D2.01,smart_home,1,2,distraction,tool_call,,False,negation,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,1,0,10,0.5027,218.32069999982195,138.6,,missing_tool
smart_home.D2.01,smart_home,1,2,distraction,tool_call,,False,negation,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,1,0,10,0.5027,218.32069999982195,138.6,,missing_tool
smart_home.D2.02,smart_home,1,2,distraction,tool_call,,False,negation,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.5,1.0,0.6666666666666666,False,True,True,True,False,False,False,False,False,True,1,2,10,0.986,449.2126999994071,138.6,,extra_tool|wrong_argument|failed_negation
smart_home.D2.02,smart_home,1,2,distraction,tool_call,,False,negation,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.5,1.0,0.6666666666666666,False,True,True,True,False,False,False,False,False,True,1,2,10,0.986,449.2126999994071,138.6,,extra_tool|wrong_argument|failed_negation
smart_home.D2.03,smart_home,1,2,distraction,tool_call,,False,irrelevant,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.5,0.5,0.5,False,True,True,True,False,False,False,False,False,True,1,4,10,0.989,788.9566999992894,138.6,,extra_tool|wrong_argument
smart_home.D2.03,smart_home,1,2,distraction,tool_call,,False,irrelevant,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.5,0.5,0.5,False,True,True,True,False,False,False,False,False,True,1,4,10,0.989,788.9566999992894,138.6,,extra_tool|wrong_argument
smart_home.D2.04,smart_home,1,2,distraction,tool_call,,False,negation,profile,baseline,10,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,10,0.9743,426.7766999992091,138.6,,
smart_home.D2.04,smart_home,1,2,distraction,tool_call,,False,negation,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,1,0,10,0.9743,426.7766999992091,138.6,,missing_tool|gated_by_contract
smart_home.D2.05,smart_home,1,2,distraction,no_call,,False,injection,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,True,False,True,False,True,False,False,False,False,True,0,4,10,0.9889,878.0134999997244,138.6,,unsupported_but_called|extra_tool
smart_home.D2.05,smart_home,1,2,distraction,no_call,,False,injection,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,True,False,True,False,True,False,False,False,False,True,0,4,10,0.9889,878.0134999997244,138.6,,unsupported_but_called|extra_tool
smart_home.D2.06,smart_home,1,2,distraction,no_call,,False,unsupported,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,True,False,True,False,True,False,False,False,False,True,0,4,10,1.0,859.250499999689,138.6,,unsupported_but_called|extra_tool
smart_home.D2.06,smart_home,1,2,distraction,no_call,,False,unsupported,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,True,False,True,False,True,False,False,False,False,True,0,4,10,1.0,859.250499999689,138.6,,unsupported_but_called|extra_tool
smart_home.D3.01,smart_home,1,3,context,tool_call,,True,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,1,0,10,0.5319,186.54590000005555,138.7,,missing_tool
smart_home.D3.01,smart_home,1,3,context,tool_call,,True,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,1,0,10,0.5319,186.54590000005555,138.7,,missing_tool
smart_home.D3.02,smart_home,1,3,context,tool_call,,True,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,1,0,10,1.0,222.96900000037567,138.7,,missing_tool
smart_home.D3.02,smart_home,1,3,context,tool_call,,True,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,1,0,10,1.0,222.96900000037567,138.7,,missing_tool
smart_home.D3.03,smart_home,1,3,context,tool_call,,True,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,1,0,10,0.4313,220.44459999960964,138.7,,missing_tool
smart_home.D3.03,smart_home,1,3,context,tool_call,,True,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,1,0,10,0.4313,220.44459999960964,138.7,,missing_tool
smart_home.D3.04,smart_home,1,3,context,tool_call,,True,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.5,0.5,0.5,False,True,True,True,False,False,False,False,False,True,1,4,10,1.0,873.1844999992973,138.7,,extra_tool|wrong_argument|failed_context
smart_home.D3.04,smart_home,1,3,context,tool_call,,True,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.5,0.5,0.5,False,True,True,True,False,False,False,False,False,True,1,4,10,1.0,873.1844999992973,138.7,,extra_tool|wrong_argument|failed_context
smart_home.D3.05,smart_home,1,3,context,tool_call,,True,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,1,0,10,0.9877,203.28150000023012,139.5,,missing_tool
smart_home.D3.05,smart_home,1,3,context,tool_call,,True,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,1,0,10,0.9877,203.28150000023012,139.5,,missing_tool
smart_home.D3.06,smart_home,1,3,context,tool_call,,True,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.3333333333333333,0.5,0.4,False,True,True,True,False,False,False,False,False,True,1,4,10,0.5326,798.0770999993183,139.5,,extra_tool|wrong_argument|failed_context
smart_home.D3.06,smart_home,1,3,context,tool_call,,True,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.3333333333333333,0.5,0.4,False,True,True,True,False,False,False,False,False,True,1,4,10,0.5326,798.0770999993183,139.5,,extra_tool|wrong_argument|failed_context
smart_home.D4.01,smart_home,1,4,parallel,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,2,2,10,1.0,503.6012999999002,139.6,,
smart_home.D4.01,smart_home,1,4,parallel,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,2,2,10,1.0,503.6012999999002,139.6,,
smart_home.D4.02,smart_home,1,4,parallel,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,2,5,10,0.9723,975.0986999997622,139.6,,missing_tool|wrong_tool|wrong_argument
smart_home.D4.02,smart_home,1,4,parallel,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,2,5,10,0.9723,975.0986999997622,139.6,,missing_tool|wrong_tool|wrong_argument
smart_home.D4.03,smart_home,1,4,parallel,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,2,2,10,0.9618,508.1379000002926,139.6,,
smart_home.D4.03,smart_home,1,4,parallel,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,2,2,10,0.9618,508.1379000002926,139.6,,
smart_home.D4.04,smart_home,1,4,parallel,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.3333333333333333,0.5,0.4,False,True,True,True,False,False,False,False,False,True,2,5,10,1.0,912.3602999989088,139.6,,extra_tool|wrong_argument
smart_home.D4.04,smart_home,1,4,parallel,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.3333333333333333,0.5,0.4,False,True,True,True,False,False,False,False,False,True,2,5,10,1.0,912.3602999989088,139.6,,extra_tool|wrong_argument
smart_home.D4.05,smart_home,1,4,parallel,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,True,True,True,False,False,False,False,False,True,2,5,10,1.0,946.9748999999864,139.6,,extra_tool|wrong_argument
smart_home.D4.05,smart_home,1,4,parallel,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,True,True,True,False,False,False,False,False,True,2,5,10,1.0,946.9748999999864,139.6,,extra_tool|wrong_argument
smart_home.D4.06,smart_home,1,4,parallel,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,True,True,True,False,False,False,False,False,True,2,2,10,0.9775,530.8518000001641,139.6,,missing_tool|wrong_tool
smart_home.D4.06,smart_home,1,4,parallel,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,True,True,True,False,False,False,False,False,True,2,2,10,0.9775,530.8518000001641,139.6,,missing_tool|wrong_tool
smart_home.D5.chain01,smart_home,1,5,dependent,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,2,0,10,0.9744,330.01340000009804,139.6,,missing_tool
smart_home.D5.chain01,smart_home,1,5,dependent,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,2,0,10,0.9744,330.01340000009804,139.6,,missing_tool
smart_home.D5.chain02,smart_home,1,5,dependent,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,2,5,10,1.0,917.8950999994412,139.6,,missing_tool|wrong_tool|wrong_argument
smart_home.D5.chain02,smart_home,1,5,dependent,multiple_tool_calls,,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,2,5,10,1.0,917.8950999994412,139.6,,missing_tool|wrong_tool|wrong_argument
smart_home.D5.cond01a,smart_home,1,5,dependent,multiple_tool_calls,sh_cond01,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.5,0.3333333333333333,0.4,False,True,True,True,False,False,False,False,False,True,2,1,10,0.7765,363.2695000005697,139.6,,missing_tool|wrong_argument|failed_condition
smart_home.D5.cond01a,smart_home,1,5,dependent,multiple_tool_calls,sh_cond01,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.5,0.3333333333333333,0.4,False,True,True,True,False,False,False,False,False,True,2,1,10,0.7765,363.2695000005697,139.6,,missing_tool|wrong_argument|failed_condition
smart_home.D5.cond01b,smart_home,1,5,dependent,tool_call,sh_cond01,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,1,1,10,0.7765,357.69359999994776,139.6,,failed_condition|missing_tool|wrong_tool
smart_home.D5.cond01b,smart_home,1,5,dependent,tool_call,sh_cond01,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,1,1,10,0.7765,357.69359999994776,139.6,,failed_condition|missing_tool|wrong_tool
smart_home.D5.cond02a,smart_home,1,5,dependent,multiple_tool_calls,sh_cond02,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,2,5,10,0.6708,977.2606000005908,139.6,,missing_tool|wrong_tool|wrong_argument|failed_condition
smart_home.D5.cond02a,smart_home,1,5,dependent,multiple_tool_calls,sh_cond02,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,2,5,10,0.6708,977.2606000005908,139.6,,missing_tool|wrong_tool|wrong_argument|failed_condition
smart_home.D5.cond02b,smart_home,1,5,dependent,tool_call,sh_cond02,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,True,False,True,False,True,False,False,False,False,True,1,5,10,0.6708,1018.5018999991372,139.6,,failed_condition|missing_tool|wrong_tool
smart_home.D5.cond02b,smart_home,1,5,dependent,tool_call,sh_cond02,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,True,False,True,False,True,False,False,False,False,True,1,5,10,0.6708,1018.5018999991372,139.6,,failed_condition|missing_tool|wrong_tool
smart_home.D5.cond03a,smart_home,1,5,dependent,multiple_tool_calls,sh_cond03,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,2,1,10,0.9954,414.607600000636,139.6,,missing_tool|wrong_tool|failed_condition
smart_home.D5.cond03a,smart_home,1,5,dependent,multiple_tool_calls,sh_cond03,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,False,False,False,True,2,1,10,0.9954,414.607600000636,139.6,,missing_tool|wrong_tool|failed_condition
smart_home.D5.cond03b,smart_home,1,5,dependent,tool_call,sh_cond03,False,,profile,baseline,10,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,1,1,10,0.9954,424.7805999993943,139.6,,failed_condition|missing_tool|wrong_tool
smart_home.D5.cond03b,smart_home,1,5,dependent,tool_call,sh_cond03,False,,profile,baseline,10,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,1,1,10,0.9954,424.7805999993943,139.6,,failed_condition|missing_tool|wrong_tool
workspace.D0.01,workspace,2,0,direct,tool_call,,False,,profile,baseline,12,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False,True,1,4,12,1.0,883.2001000000673,139.6,,missing_tool|wrong_tool
workspace.D0.01,workspace,2,0,direct,tool_call,,False,,profile,baseline,12,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False,True,1,4,12,1.0,883.2001000000673,139.6,,missing_tool|wrong_tool
workspace.D0.02,workspace,2,0,direct,tool_call,,False,,profile,baseline,12,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,False,False,True,False,False,False,False,False,True,1,1,12,0.6167,386.74989999981335,140.9,,
workspace.D0.02,workspace,2,0,direct,tool_call,,False,,profile,baseline,12,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,False,False,True,False,False,False,False,False,True,1,1,12,0.6167,386.74989999981335,140.9,,
workspace.D0.03,workspace,2,0,direct,tool_call,,False,,profile,baseline,12,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,12,1.0,365.6262999993487,140.9,,
workspace.D0.03,workspace,2,0,direct,tool_call,,False,,profile,baseline,12,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,12,1.0,365.6262999993487,140.9,,
workspace.D0.04,workspace,2,0,direct,tool_call,,False,,profile,baseline,12,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,12,1.0,515.162099999543,140.9,,
workspace.D0.04,workspace,2,0,direct,tool_call,,False,,profile,baseline,12,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,12,1.0,515.162099999543,140.9,,
workspace.D0.05,workspace,2,0,direct,tool_call,,False,,profile,baseline,12,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,12,1.0,332.428799999434,140.9,,
workspace.D0.05,workspace,2,0,direct,tool_call,,False,,profile,baseline,12,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,12,1.0,332.428799999434,140.9,,
workspace.D0.06,workspace,2,0,direct,tool_call,,False,,profile,baseline,12,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,False,False,True,False,False,False,False,False,True,1,1,12,1.0,406.3379999997778,140.9,,
workspace.D0.06,workspace,2,0,direct,tool_call,,False,,profile,baseline,12,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,False,False,True,False,False,False,False,False,True,1,1,12,1.0,406.3379999997778,140.9,,
workspace.D1.01,workspace,2,1,paraphrase,tool_call,,False,,profile,baseline,12,natural,needle3,raw,True,False,False,False,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False,True,1,1,12,1.0,327.4053999984972,140.9,,wrong_argument
workspace.D1.01,workspace,2,1,paraphrase,tool_call,,False,,profile,baseline,12,natural,needle3,production@0.4,True,False,False,False,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False,True,1,1,12,1.0,327.4053999984972,140.9,,wrong_argument
workspace.D1.02,workspace,2,1,paraphrase,tool_call,,False,,profile,baseline,12,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,True,False,True,False,True,False,False,False,False,True,1,4,12,1.0,977.155300000959,140.9,,failed_condition|missing_tool|wrong_tool
workspace.D1.02,workspace,2,1,paraphrase,tool_call,,False,,profile,baseline,12,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,True,False,True,False,True,False,False,False,False,True,1,4,12,1.0,977.155300000959,140.9,,failed_condition|missing_tool|wrong_tool
workspace.D1.03,workspace,2,1,paraphrase,tool_call,,False,,profile,baseline,12,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,12,0.5093,376.3982000000397,140.9,,
workspace.D1.03,workspace,2,1,paraphrase,tool_call,,False,,profile,baseline,12,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,12,0.5093,376.3982000000397,140.9,,
workspace.D1.04,workspace,2,1,paraphrase,tool_call,,False,,profile,baseline,12,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,True,False,False,True,1,4,12,1.0,845.979300000181,140.9,,missing_tool|wrong_tool
workspace.D1.04,workspace,2,1,paraphrase,tool_call,,False,,profile,baseline,12,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,True,True,False,False,True,False,False,True,1,4,12,1.0,845.979300000181,140.9,,missing_tool|wrong_tool
workspace.D1.05,workspace,2,1,paraphrase,tool_call,,False,,profile,baseline,12,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,False,False,True,False,False,False,False,False,True,1,1,12,0.9924,495.2245000004041,140.9,,
workspace.D1.05,workspace,2,1,paraphrase,tool_call,,False,,profile,baseline,12,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,True,False,False,True,False,False,False,True,False,True,1,0,12,0.9924,495.2245000004041,140.9,,
workspace.D1.06,workspace,2,1,paraphrase,tool_call,,False,,profile,baseline,12,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,12,1.0,417.9408999998486,140.9,,
workspace.D1.06,workspace,2,1,paraphrase,tool_call,,False,,profile,baseline,12,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,12,1.0,417.9408999998486,140.9,,
workspace.D2.01,workspace,2,2,distraction,tool_call,,False,negation,profile,baseline,12,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,12,1.0,498.0329999998503,140.9,,
workspace.D2.01,workspace,2,2,distraction,tool_call,,False,negation,profile,baseline,12,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,1,0,12,1.0,498.0329999998503,140.9,,missing_tool|gated_by_contract
workspace.D2.02,workspace,2,2,distraction,tool_call,,False,irrelevant,profile,baseline,12,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,True,False,False,True,False,False,False,True,False,True,1,0,12,0.9961,248.2522999998764,140.9,,
workspace.D2.02,workspace,2,2,distraction,tool_call,,False,irrelevant,profile,baseline,12,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,True,False,False,True,False,False,False,True,False,True,1,0,12,0.9961,248.2522999998764,140.9,,
workspace.D2.03,workspace,2,2,distraction,tool_call,,False,negation,profile,baseline,12,natural,needle3,raw,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,1,0,12,0.2061,549.988000000667,140.9,,missing_tool
workspace.D2.03,workspace,2,2,distraction,tool_call,,False,negation,profile,baseline,12,natural,needle3,production@0.4,False,False,False,False,0.0,0.0,0.0,False,True,False,False,False,True,False,True,False,True,1,0,12,0.2061,549.988000000667,140.9,,missing_tool
